gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000184402	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex	20q13.33	protein_coding	4	1131	0.35	93	16508	0.56	1342	286	21.31	23	1.71	4	Cancer Gene Census
ENSG00000184481	FOXO4	forkhead box O4	Xq13.1	protein_coding	4	1131	0.35	147	16508	0.89	1342	0	0.00	0	0.00	4	Cancer Gene Census
ENSG00000184640	SEPTIN9	septin 9	17q25.3	protein_coding	4	1131	0.35	185	16508	1.12	1342	75	5.59	47	3.50	4	Cancer Gene Census
ENSG00000184702	SEPTIN5	septin 5	22q11.21	protein_coding	4	1131	0.35	116	16508	0.70	1342	31	2.31	245	18.26	4	Cancer Gene Census
ENSG00000186174	BCL9L	BCL9 like	11q23.3	protein_coding	4	1131	0.35	348	16508	2.11	1342	75	5.59	76	5.66	4	Cancer Gene Census
ENSG00000198561	CTNND1	catenin delta 1	11q12.1	protein_coding	4	1131	0.35	273	16508	1.65	1342	38	2.83	91	6.78	5	Cancer Gene Census
ENSG00000198625	MDM4	MDM4 regulator of p53	1q32.1	protein_coding	4	1131	0.35	119	16508	0.72	1342	183	13.64	21	1.56	4	Cancer Gene Census
ENSG00000213672	NCKIPSD	NCK interacting protein with SH3 domain	3p21.31	protein_coding	4	1131	0.35	119	16508	0.72	1342	50	3.73	95	7.08	6	Cancer Gene Census
ENSG00000006468	ETV1	ETS variant transcription factor 1	7p21.2	protein_coding	3	1131	0.27	230	16508	1.39	1342	708	52.76	11	0.82	4	Cancer Gene Census
ENSG00000026103	FAS	Fas cell surface death receptor	10q23.31	protein_coding	3	1131	0.27	142	16508	0.86	1342	2	0.15	452	33.68	3	Cancer Gene Census
ENSG00000033030	ZCCHC8	zinc finger CCHC-type containing 8	12q24.31	protein_coding	3	1131	0.27	143	16508	0.87	1342	65	4.84	64	4.77	3	Cancer Gene Census
ENSG00000036257	CUL3	cullin 3	2q36.2	protein_coding	3	1131	0.27	250	16508	1.51	1342	31	2.31	52	3.87	3	Cancer Gene Census
ENSG00000064933	PMS1	PMS1 homolog 1, mismatch repair system component	2q32.2	protein_coding	3	1131	0.27	183	16508	1.11	1342	30	2.24	43	3.20	5	Cancer Gene Census
ENSG00000065057	NTHL1	nth like DNA glycosylase 1	16p13.3	protein_coding	3	1131	0.27	71	16508	0.43	1342	41	3.06	78	5.81	4	Cancer Gene Census
ENSG00000066117	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	12q13.12	protein_coding	3	1131	0.27	102	16508	0.62	1342	59	4.40	107	7.97	4	Cancer Gene Census
ENSG00000066455	GOLGA5	golgin A5	14q32.12	protein_coding	3	1131	0.27	146	16508	0.88	1342	15	1.12	291	21.68	4	Cancer Gene Census
ENSG00000070404	FSTL3	follistatin like 3	19p13.3	protein_coding	3	1131	0.27	31	16508	0.19	1342	339	25.26	34	2.53	3	Cancer Gene Census
ENSG00000073578	SDHA	succinate dehydrogenase complex flavoprotein subunit A	5p15.33	protein_coding	3	1131	0.27	191	16508	1.16	1342	34	2.53	46	3.43	2	Cancer Gene Census
ENSG00000073584	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	17q21.2	protein_coding	3	1131	0.27	91	16508	0.55	1342	32	2.38	80	5.96	3	Cancer Gene Census
ENSG00000073803	MAP3K13	mitogen-activated protein kinase kinase kinase 13	3q27.2	protein_coding	3	1131	0.27	250	16508	1.51	1342	86	6.41	54	4.02	4	Cancer Gene Census
ENSG00000078399	HOXA9	homeobox A9	7p15.2	protein_coding	3	1131	0.27	79	16508	0.48	1342	723	53.87	5	0.37	3	Cancer Gene Census
ENSG00000085832	EPS15	epidermal growth factor receptor pathway substrate 15	1p32.3	protein_coding	3	1131	0.27	184	16508	1.11	1342	64	4.77	231	17.21	3	Cancer Gene Census
ENSG00000088256	GNA11	G protein subunit alpha 11	19p13.3	protein_coding	3	1131	0.27	123	16508	0.75	1342	316	23.55	38	2.83	5	Cancer Gene Census
ENSG00000095002	MSH2	mutS homolog 2	2p21, 2p16.3	protein_coding	3	1131	0.27	206	16508	1.25	1342	35	2.61	41	3.06	4	Cancer Gene Census
ENSG00000100721	TCL1A	TCL1 family AKT coactivator A	14q32.13	protein_coding	3	1131	0.27	72	16508	0.44	1342	10	0.75	288	21.46	3	Cancer Gene Census
ENSG00000104408	EIF3E	eukaryotic translation initiation factor 3 subunit E	8q23.1	protein_coding	3	1131	0.27	148	16508	0.90	1342	122	9.09	43	3.20	3	Cancer Gene Census
ENSG00000105173	CCNE1	cyclin E1	19q12	protein_coding	3	1131	0.27	113	16508	0.68	1342	280	20.86	235	17.51	3	Cancer Gene Census
ENSG00000105568	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	19q13.41	protein_coding	3	1131	0.27	288	16508	1.74	1342	225	16.77	355	26.45	3	Cancer Gene Census
ENSG00000105619	TFPT	TCF3 fusion partner	19q13.42	protein_coding	3	1131	0.27	68	16508	0.41	1342	235	17.51	351	26.15	3	Cancer Gene Census
ENSG00000106483	SFRP4	secreted frizzled related protein 4	7p14.1	protein_coding	3	1131	0.27	152	16508	0.92	1342	719	53.58	5	0.37	4	Cancer Gene Census
ENSG00000108924	HLF	HLF transcription factor, PAR bZIP family member	17q22	protein_coding	3	1131	0.27	107	16508	0.65	1342	59	4.40	43	3.20	3	Cancer Gene Census
ENSG00000108953	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	17p13.3	protein_coding	3	1131	0.27	62	16508	0.38	1342	23	1.71	89	6.63	4	Cancer Gene Census
ENSG00000114354	TFG	trafficking from ER to golgi regulator	3q12.2	protein_coding	3	1131	0.27	82	16508	0.50	1342	44	3.28	77	5.74	4	Cancer Gene Census
ENSG00000116560	SFPQ	splicing factor proline and glutamine rich	1p34.3	protein_coding	3	1131	0.27	116	16508	0.70	1342	64	4.77	223	16.62	4	Cancer Gene Census
ENSG00000118689	FOXO3	forkhead box O3	6q21	protein_coding	3	1131	0.27	125	16508	0.76	1342	16	1.19	211	15.72	3	Cancer Gene Census
ENSG00000121067	SPOP	speckle type BTB/POZ protein	17q21.33	protein_coding	3	1131	0.27	207	16508	1.25	1342	52	3.87	48	3.58	3	Cancer Gene Census
ENSG00000121966	CXCR4	C-X-C motif chemokine receptor 4	2q22.1	protein_coding	3	1131	0.27	134	16508	0.81	1342	27	2.01	36	2.68	3	Cancer Gene Census
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	7p15.2	protein_coding	3	1131	0.27	168	16508	1.02	1342	722	53.80	5	0.37	3	Cancer Gene Census
ENSG00000123388	HOXC11	homeobox C11	12q13.13	protein_coding	3	1131	0.27	93	16508	0.56	1342	51	3.80	106	7.90	4	Cancer Gene Census
ENSG00000123983	ACSL3	acyl-CoA synthetase long chain family member 3	2q36.1	protein_coding	3	1131	0.27	123	16508	0.75	1342	33	2.46	51	3.80	4	Cancer Gene Census
ENSG00000124795	DEK	DEK proto-oncogene	6p22.3	protein_coding	3	1131	0.27	102	16508	0.62	1342	22	1.64	91	6.78	3	Cancer Gene Census
ENSG00000126524	SBDS	SBDS ribosome maturation factor	7q11.21	protein_coding	3	1131	0.27	69	16508	0.42	1342	742	55.29	6	0.45	4	Cancer Gene Census
ENSG00000126752	SSX1	SSX family member 1	Xp11.23	protein_coding	3	1131	0.27	67	16508	0.41	1342	0	0.00	0	0.00	3	Cancer Gene Census
ENSG00000126934	MAP2K2	mitogen-activated protein kinase kinase 2	19p13.3	protein_coding	3	1131	0.27	116	16508	0.70	1342	312	23.25	36	2.68	3	Cancer Gene Census
ENSG00000127083	OMD	osteomodulin	9q22.31	protein_coding	3	1131	0.27	89	16508	0.54	1342	79	5.89	97	7.23	3	Cancer Gene Census
ENSG00000128713	HOXD11	homeobox D11	2q31.1	protein_coding	3	1131	0.27	68	16508	0.41	1342	29	2.16	42	3.13	3	Cancer Gene Census
ENSG00000134352	IL6ST	interleukin 6 signal transducer	5q11.2	protein_coding	3	1131	0.27	186	16508	1.13	1342	49	3.65	51	3.80	4	Cancer Gene Census
ENSG00000136504	KAT7	lysine acetyltransferase 7	17q21.33	protein_coding	3	1131	0.27	149	16508	0.90	1342	51	3.80	47	3.50	3	Cancer Gene Census
ENSG00000138081	FBXO11	F-box protein 11	2p16.3	protein_coding	3	1131	0.27	172	16508	1.04	1342	34	2.53	40	2.98	5	Cancer Gene Census
ENSG00000139163	ETNK1	ethanolamine kinase 1	12p12.1	protein_coding	3	1131	0.27	109	16508	0.66	1342	94	7.00	52	3.87	3	Cancer Gene Census
ENSG00000141380	SS18	SS18 subunit of BAF chromatin remodeling complex	18q11.2	protein_coding	3	1131	0.27	83	16508	0.50	1342	59	4.40	101	7.53	3	Cancer Gene Census
ENSG00000141646	SMAD4	SMAD family member 4	18q21.2	protein_coding	3	1131	0.27	386	16508	2.34	1342	54	4.02	121	9.02	3	Cancer Gene Census
ENSG00000142208	AKT1	AKT serine/threonine kinase 1	14q32.33	protein_coding	3	1131	0.27	176	16508	1.07	1342	17	1.27	280	20.86	3	Cancer Gene Census
ENSG00000146232	NFKBIE	NFKB inhibitor epsilon	6p21.1	protein_coding	3	1131	0.27	79	16508	0.48	1342	23	1.71	76	5.66	3	Cancer Gene Census
ENSG00000147403	RPL10	ribosomal protein L10	Xq28	protein_coding	3	1131	0.27	127	16508	0.77	1342	0	0.00	0	0.00	6	Cancer Gene Census
ENSG00000148516	ZEB1	zinc finger E-box binding homeobox 1	10p11.22	protein_coding	3	1131	0.27	390	16508	2.36	1342	69	5.14	711	52.98	4	Cancer Gene Census
ENSG00000152942	RAD17	RAD17 checkpoint clamp loader component	5q13.2	protein_coding	3	1131	0.27	126	16508	0.76	1342	46	3.43	61	4.55	5	Cancer Gene Census
ENSG00000153165	RGPD3	RANBP2 like and GRIP domain containing 3	2q12.2	protein_coding	3	1131	0.27	85	16508	0.51	1342	28	2.09	36	2.68	4	Cancer Gene Census
ENSG00000153814	JAZF1	JAZF zinc finger 1	7p15.2, 7p15.1	protein_coding	3	1131	0.27	78	16508	0.47	1342	724	53.95	6	0.45	3	Cancer Gene Census
ENSG00000156531	PHF6	PHD finger protein 6	Xq26.2	protein_coding	3	1131	0.27	152	16508	0.92	1342	0	0.00	0	0.00	3	Cancer Gene Census
ENSG00000157933	SKI	SKI proto-oncogene	1p36.33, 1p36.32	protein_coding	3	1131	0.27	116	16508	0.70	1342	19	1.42	175	13.04	3	Cancer Gene Census
ENSG00000159784	FAM131B	family with sequence similarity 131 member B	7q34	protein_coding	3	1131	0.27	152	16508	0.92	1342	787	58.64	16	1.19	3	Cancer Gene Census
ENSG00000162775	RBM15	RNA binding motif protein 15	1p13.3	protein_coding	3	1131	0.27	221	16508	1.34	1342	61	4.55	211	15.72	5	Cancer Gene Census
ENSG00000162924	REL	REL proto-oncogene, NF-kB subunit	2p16.1	protein_coding	3	1131	0.27	128	16508	0.78	1342	30	2.24	41	3.06	3	Cancer Gene Census
ENSG00000163902	RPN1	ribophorin I	3q21.3	protein_coding	3	1131	0.27	97	16508	0.59	1342	44	3.28	83	6.18	3	Cancer Gene Census
ENSG00000163930	BAP1	BRCA1 associated protein 1	3p21.1	protein_coding	3	1131	0.27	333	16508	2.02	1342	51	3.80	101	7.53	4	Cancer Gene Census
ENSG00000164438	TLX3	T cell leukemia homeobox 3	5q35.1	protein_coding	3	1131	0.27	80	16508	0.48	1342	48	3.58	90	6.71	3	Cancer Gene Census
ENSG00000165392	WRN	WRN RecQ like helicase	8p12	protein_coding	3	1131	0.27	264	16508	1.60	1342	55	4.10	78	5.81	7	Cancer Gene Census
ENSG00000165556	CDX2	caudal type homeobox 2	13q12.2	protein_coding	3	1131	0.27	100	16508	0.61	1342	17	1.27	318	23.70	3	Cancer Gene Census
ENSG00000166710	B2M	beta-2-microglobulin	15q21.1	protein_coding	3	1131	0.27	179	16508	1.08	1342	15	1.12	209	15.57	3	Cancer Gene Census
ENSG00000167751	KLK2	kallikrein related peptidase 2	19q13.33	protein_coding	3	1131	0.27	97	16508	0.59	1342	222	16.54	348	25.93	3	Cancer Gene Census
ENSG00000170759	KIF5B	kinesin family member 5B	10p11.22	protein_coding	3	1131	0.27	181	16508	1.10	1342	62	4.62	712	53.06	3	Cancer Gene Census
ENSG00000171791	BCL2	BCL2 apoptosis regulator	18q21.33	protein_coding	3	1131	0.27	62	16508	0.38	1342	56	4.17	125	9.31	3	Cancer Gene Census
ENSG00000172493	AFF1	AF4/FMR2 family member 1	4q21.3, 4q22.1	protein_coding	3	1131	0.27	272	16508	1.65	1342	22	1.64	113	8.42	4	Cancer Gene Census
ENSG00000176302	FOXR1	forkhead box R1	11q23.3	protein_coding	3	1131	0.27	82	16508	0.50	1342	75	5.59	77	5.74	4	Cancer Gene Census
ENSG00000177606	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	1p32.1	protein_coding	3	1131	0.27	86	16508	0.52	1342	66	4.92	209	15.57	3	Cancer Gene Census
ENSG00000178053	MLF1	myeloid leukemia factor 1	3q25.32	protein_coding	3	1131	0.27	96	16508	0.58	1342	50	3.73	67	4.99	3	Cancer Gene Census
ENSG00000178691	SUZ12	SUZ12 polycomb repressive complex 2 subunit	17q11.2	protein_coding	3	1131	0.27	148	16508	0.90	1342	30	2.24	87	6.48	3	Cancer Gene Census
ENSG00000179348	GATA2	GATA binding protein 2	3q21.3	protein_coding	3	1131	0.27	130	16508	0.79	1342	43	3.20	83	6.18	3	Cancer Gene Census
ENSG00000181690	PLAG1	PLAG1 zinc finger	8q12.1	protein_coding	3	1131	0.27	182	16508	1.10	1342	69	5.14	53	3.95	3	Cancer Gene Census
ENSG00000182901	RGS7	regulator of G protein signaling 7	1q43	protein_coding	3	1131	0.27	351	16508	2.13	1342	90	6.71	54	4.02	6	Cancer Gene Census
ENSG00000182944	EWSR1	EWS RNA binding protein 1	22q12.2	protein_coding	3	1131	0.27	163	16508	0.99	1342	29	2.16	264	19.67	3	Cancer Gene Census
ENSG00000183161	FANCF	FA complementation group F	11p14.3	protein_coding	3	1131	0.27	85	16508	0.51	1342	33	2.46	152	11.33	3	Cancer Gene Census
ENSG00000187239	FNBP1	formin binding protein 1	9q34.11	protein_coding	3	1131	0.27	141	16508	0.85	1342	93	6.93	111	8.27	5	Cancer Gene Census
ENSG00000187735	TCEA1	transcription elongation factor A1	8q11.23	protein_coding	3	1131	0.27	85	16508	0.51	1342	71	5.29	52	3.87	4	Cancer Gene Census
ENSG00000204713	TRIM27	tripartite motif containing 27	6p22.1	protein_coding	3	1131	0.27	135	16508	0.82	1342	20	1.49	85	6.33	5	Cancer Gene Census
ENSG00000205927	OLIG2	oligodendrocyte transcription factor 2	21q22.11	protein_coding	3	1131	0.27	81	16508	0.49	1342	66	4.92	74	5.51	3	Cancer Gene Census
ENSG00000213066	CEP43	centrosomal protein 43	6q27	protein_coding	3	1131	0.27	73	16508	0.44	1342	14	1.04	257	19.15	3	Cancer Gene Census
ENSG00000221829	FANCG	FA complementation group G	9p13.3	protein_coding	3	1131	0.27	114	16508	0.69	1342	57	4.25	270	20.12	3	Cancer Gene Census
ENSG00000257103	LSM14A	LSM14A mRNA processing body assembly factor	19q13.11	protein_coding	3	1131	0.27	118	16508	0.71	1342	266	19.82	247	18.41	3	Cancer Gene Census
ENSG00000266412	NCOA4	nuclear receptor coactivator 4	10q11.22	protein_coding	3	1131	0.27	117	16508	0.71	1342	10	0.75	735	54.77	3	Cancer Gene Census
ENSG00000005073	HOXA11	homeobox A11	7p15.2	protein_coding	2	1131	0.18	104	16508	0.63	1342	724	53.95	5	0.37	2	Cancer Gene Census
ENSG00000007312	CD79B	CD79b molecule	17q23.3	protein_coding	2	1131	0.18	68	16508	0.41	1342	69	5.14	37	2.76	2	Cancer Gene Census
ENSG00000065559	MAP2K4	mitogen-activated protein kinase kinase 4	17p12	protein_coding	2	1131	0.18	214	16508	1.30	1342	23	1.71	88	6.56	2	Cancer Gene Census
ENSG00000067560	RHOA	ras homolog family member A	3p21.31	protein_coding	2	1131	0.18	143	16508	0.87	1342	49	3.65	95	7.08	2	Cancer Gene Census
ENSG00000074266	EED	embryonic ectoderm development	11q14.2	protein_coding	2	1131	0.18	118	16508	0.71	1342	57	4.25	78	5.81	3	Cancer Gene Census
ENSG00000076685	NT5C2	5'-nucleotidase, cytosolic II	10q24.32, 10q24.33	protein_coding	2	1131	0.18	110	16508	0.67	1342	5	0.37	792	59.02	3	Cancer Gene Census
ENSG00000078403	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor	10p12.31	protein_coding	2	1131	0.18	238	16508	1.44	1342	66	4.92	692	51.56	2	Cancer Gene Census
ENSG00000080824	HSP90AA1	heat shock protein 90 alpha family class A member 1	14q32.31	protein_coding	2	1131	0.18	190	16508	1.15	1342	11	0.82	283	21.09	2	Cancer Gene Census
ENSG00000087088	BAX	BCL2 associated X, apoptosis regulator	19q13.33	protein_coding	2	1131	0.18	78	16508	0.47	1342	216	16.10	342	25.48	2	Cancer Gene Census
ENSG00000088038	CNOT3	CCR4-NOT transcription complex subunit 3	19q13.42	protein_coding	2	1131	0.18	220	16508	1.33	1342	235	17.51	351	26.15	2	Cancer Gene Census
ENSG00000100311	PDGFB	platelet derived growth factor subunit B	22q13.1	protein_coding	2	1131	0.18	85	16508	0.51	1342	25	1.86	289	21.54	2	Cancer Gene Census
ENSG00000100814	CCNB1IP1	cyclin B1 interacting protein 1	14q11.2	protein_coding	2	1131	0.18	72	16508	0.44	1342	24	1.79	266	19.82	2	Cancer Gene Census
ENSG00000104320	NBN	nibrin	8q21.3	protein_coding	2	1131	0.18	191	16508	1.16	1342	97	7.23	47	3.50	2	Cancer Gene Census
ENSG00000105221	AKT2	AKT serine/threonine kinase 2	19q13.2	protein_coding	2	1131	0.18	167	16508	1.01	1342	246	18.33	275	20.49	2	Cancer Gene Census
ENSG00000105656	ELL	elongation factor for RNA polymerase II	19p13.11	protein_coding	2	1131	0.18	129	16508	0.78	1342	314	23.40	26	1.94	2	Cancer Gene Census
ENSG00000105810	CDK6	cyclin dependent kinase 6	7q21.2	protein_coding	2	1131	0.18	94	16508	0.57	1342	782	58.27	5	0.37	2	Cancer Gene Census
ENSG00000106031	HOXA13	homeobox A13	7p15.2	protein_coding	2	1131	0.18	87	16508	0.53	1342	724	53.95	5	0.37	2	Cancer Gene Census
ENSG00000107779	BMPR1A	bone morphogenetic protein receptor type 1A	10q23.2	protein_coding	2	1131	0.18	116	16508	0.70	1342	5	0.37	783	58.35	3	Cancer Gene Census
ENSG00000108946	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	17q24.2	protein_coding	2	1131	0.18	96	16508	0.58	1342	70	5.22	37	2.76	2	Cancer Gene Census
ENSG00000110367	DDX6	DEAD-box helicase 6	11q23.3	protein_coding	2	1131	0.18	82	16508	0.50	1342	77	5.74	77	5.74	2	Cancer Gene Census
ENSG00000112039	FANCE	FA complementation group E	6p21.31	protein_coding	2	1131	0.18	102	16508	0.62	1342	22	1.64	76	5.66	2	Cancer Gene Census
ENSG00000112561	TFEB	transcription factor EB	6p21.1	protein_coding	2	1131	0.18	113	16508	0.68	1342	20	1.49	77	5.74	2	Cancer Gene Census
ENSG00000115808	STRN	striatin	2p22.2	protein_coding	2	1131	0.18	159	16508	0.96	1342	33	2.46	45	3.35	2	Cancer Gene Census
ENSG00000116132	PRRX1	paired related homeobox 1	1q24.2	protein_coding	2	1131	0.18	163	16508	0.99	1342	94	7.00	21	1.56	2	Cancer Gene Census
ENSG00000116251	RPL22	ribosomal protein L22	1p36.31	protein_coding	2	1131	0.18	264	16508	1.60	1342	45	3.35	385	28.69	2	Cancer Gene Census
ENSG00000116990	MYCL	MYCL proto-oncogene, bHLH transcription factor	1p34.2	protein_coding	2	1131	0.18	78	16508	0.47	1342	67	4.99	206	15.35	2	Cancer Gene Census
ENSG00000117020	AKT3	AKT serine/threonine kinase 3	1q43, 1q44	protein_coding	2	1131	0.18	156	16508	0.94	1342	99	7.38	43	3.20	2	Cancer Gene Census
ENSG00000118046	STK11	serine/threonine kinase 11	19p13.3	protein_coding	2	1131	0.18	237	16508	1.44	1342	333	24.81	34	2.53	2	Cancer Gene Census
ENSG00000119335	SET	SET nuclear proto-oncogene	9q34.11	protein_coding	2	1131	0.18	78	16508	0.47	1342	94	7.00	109	8.12	2	Cancer Gene Census
ENSG00000119414	PPP6C	protein phosphatase 6 catalytic subunit	9q33.3	protein_coding	2	1131	0.18	122	16508	0.74	1342	90	6.71	107	7.97	2	Cancer Gene Census
ENSG00000120217	CD274	CD274 molecule	9p24.1	protein_coding	2	1131	0.18	60	16508	0.36	1342	40	2.98	437	32.56	2	Cancer Gene Census
ENSG00000124145	SDC4	syndecan 4	20q13.12	protein_coding	2	1131	0.18	66	16508	0.40	1342	276	20.57	17	1.27	2	Cancer Gene Census
ENSG00000124762	CDKN1A	cyclin dependent kinase inhibitor 1A	6p21.2	protein_coding	2	1131	0.18	110	16508	0.67	1342	21	1.56	75	5.59	2	Cancer Gene Census
ENSG00000126746	ZNF384	zinc finger protein 384	12p13.31	protein_coding	2	1131	0.18	131	16508	0.79	1342	131	9.76	48	3.58	3	Cancer Gene Census
ENSG00000128191	DGCR8	DGCR8 microprocessor complex subunit	22q11.21	protein_coding	2	1131	0.18	181	16508	1.10	1342	32	2.38	242	18.03	3	Cancer Gene Census
ENSG00000128602	SMO	smoothened, frizzled class receptor	7q32.1	protein_coding	2	1131	0.18	199	16508	1.21	1342	800	59.61	9	0.67	3	Cancer Gene Census
ENSG00000128714	HOXD13	homeobox D13	2q31.1	protein_coding	2	1131	0.18	97	16508	0.59	1342	29	2.16	42	3.13	2	Cancer Gene Census
ENSG00000128944	KNSTRN	kinetochore localized astrin (SPAG5) binding protein	15q15.1	protein_coding	2	1131	0.18	121	16508	0.73	1342	15	1.12	216	16.10	4	Cancer Gene Census
ENSG00000132002	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	19p13.12	protein_coding	2	1131	0.18	68	16508	0.41	1342	313	23.32	24	1.79	3	Cancer Gene Census
ENSG00000132155	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	3p25.2	protein_coding	2	1131	0.18	144	16508	0.87	1342	58	4.32	70	5.22	2	Cancer Gene Census
ENSG00000133639	BTG1	BTG anti-proliferation factor 1	12q21.33	protein_coding	2	1131	0.18	82	16508	0.50	1342	50	3.73	90	6.71	2	Cancer Gene Census
ENSG00000135363	LMO2	LIM domain only 2	11p13	protein_coding	2	1131	0.18	80	16508	0.48	1342	38	2.83	138	10.28	2	Cancer Gene Census
ENSG00000135956	TMEM127	transmembrane protein 127	2q11.2	protein_coding	2	1131	0.18	53	16508	0.32	1342	29	2.16	29	2.16	2	Cancer Gene Census
ENSG00000136238	RAC1	Rac family small GTPase 1	7p22.1	protein_coding	2	1131	0.18	105	16508	0.64	1342	708	52.76	16	1.19	2	Cancer Gene Census
ENSG00000136754	ABI1	abl interactor 1	10p12.1	protein_coding	2	1131	0.18	93	16508	0.56	1342	69	5.14	709	52.83	2	Cancer Gene Census
ENSG00000136826	KLF4	Kruppel like factor 4	9q31.2	protein_coding	2	1131	0.18	119	16508	0.72	1342	82	6.11	99	7.38	2	Cancer Gene Census
ENSG00000136936	XPA	XPA, DNA damage recognition and repair factor	9q22.33	protein_coding	2	1131	0.18	55	16508	0.33	1342	81	6.04	100	7.45	4	Cancer Gene Census
ENSG00000138363	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	2q35	protein_coding	2	1131	0.18	158	16508	0.96	1342	32	2.38	46	3.43	2	Cancer Gene Census
ENSG00000139083	ETV6	ETS variant transcription factor 6	12p13.2	protein_coding	2	1131	0.18	233	16508	1.41	1342	92	6.86	80	5.96	3	Cancer Gene Census
ENSG00000141985	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	19p13.3	protein_coding	2	1131	0.18	106	16508	0.64	1342	311	23.17	34	2.53	3	Cancer Gene Census
ENSG00000144476	ACKR3	atypical chemokine receptor 3	2q37.3	protein_coding	2	1131	0.18	153	16508	0.93	1342	30	2.24	101	7.53	4	Cancer Gene Census
ENSG00000151532	VTI1A	vesicle transport through interaction with t-SNAREs 1A	10q25.2	protein_coding	2	1131	0.18	54	16508	0.33	1342	4	0.30	816	60.80	3	Cancer Gene Census
ENSG00000153944	MSI2	musashi RNA binding protein 2	17q22	protein_coding	2	1131	0.18	119	16508	0.72	1342	68	5.07	38	2.83	3	Cancer Gene Census
ENSG00000156052	GNAQ	G protein subunit alpha q	9q21.2	protein_coding	2	1131	0.18	144	16508	0.87	1342	79	5.89	101	7.53	2	Cancer Gene Census
ENSG00000163655	GMPS	guanine monophosphate synthase	3q25.31	protein_coding	2	1131	0.18	168	16508	1.02	1342	48	3.58	67	4.99	2	Cancer Gene Census
ENSG00000164683	HEY1	hes related family bHLH transcription factor with YRPW motif 1	8q21.13	protein_coding	2	1131	0.18	76	16508	0.46	1342	83	6.18	48	3.58	2	Cancer Gene Census
ENSG00000164985	PSIP1	PC4 and SFRS1 interacting protein 1	9p22.3	protein_coding	2	1131	0.18	157	16508	0.95	1342	44	3.28	477	35.54	2	Cancer Gene Census
ENSG00000166407	LMO1	LIM domain only 1	11p15.4	protein_coding	2	1131	0.18	47	16508	0.28	1342	32	2.38	181	13.49	2	Cancer Gene Census
ENSG00000166886	NAB2	NGFI-A binding protein 2	12q13.3	protein_coding	2	1131	0.18	108	16508	0.65	1342	67	4.99	102	7.60	2	Cancer Gene Census
ENSG00000169564	PCBP1	poly(rC) binding protein 1	2p13.3	protein_coding	2	1131	0.18	120	16508	0.73	1342	29	2.16	50	3.73	2	Cancer Gene Census
ENSG00000174775	HRAS	HRas proto-oncogene, GTPase	11p15.5	protein_coding	2	1131	0.18	163	16508	0.99	1342	33	2.46	221	16.47	1	Cancer Gene Census
ENSG00000175329	ISX	intestine specific homeobox	22q12.3	protein_coding	2	1131	0.18	109	16508	0.66	1342	25	1.86	283	21.09	2	Cancer Gene Census
ENSG00000175832	ETV4	ETS variant transcription factor 4	17q21.31	protein_coding	2	1131	0.18	106	16508	0.64	1342	38	2.83	65	4.84	2	Cancer Gene Census
ENSG00000179362	HMGN2P46	high mobility group nucleosomal binding domain 2 pseudogene 46	15q21.1	transcribed_processed_pseudogene	2	1131	0.18	37	16508	0.22	1342	0	0.00	0	0.00	2	Cancer Gene Census
ENSG00000181163	NPM1	nucleophosmin 1	5q35.1	protein_coding	2	1131	0.18	101	16508	0.61	1342	48	3.58	91	6.78	3	Cancer Gene Census
ENSG00000183722	LHFPL6	LHFPL tetraspan subfamily member 6	13q13.3, 13q14.11	protein_coding	2	1131	0.18	65	16508	0.39	1342	17	1.27	362	26.97	2	Cancer Gene Census
ENSG00000183813	CCR4	C-C motif chemokine receptor 4	3p22.3	protein_coding	2	1131	0.18	93	16508	0.56	1342	49	3.65	80	5.96	2	Cancer Gene Census
ENSG00000187098	MITF	melanocyte inducing transcription factor	3p13	protein_coding	2	1131	0.18	178	16508	1.08	1342	43	3.20	86	6.41	3	Cancer Gene Census
ENSG00000197646	PDCD1LG2	programmed cell death 1 ligand 2	9p24.1	protein_coding	2	1131	0.18	48	16508	0.29	1342	41	3.06	439	32.71	3	Cancer Gene Census
