"gene_id","symbol","name","cytoband","type","num_cohort_ssm_affected_cases","num_cohort_ssm_cases","cohort_ssm_affected_cases_percentage","num_gdc_ssm_affected_cases","num_gdc_ssm_cases","gdc_ssm_affected_cases_percentage","num_cohort_cnv_cases","num_cohort_cnv_gain_cases","cohort_cnv_gain_cases_percentage","num_cohort_cnv_loss_cases","cohort_cnv_loss_cases_percentage","num_mutations","annotations","SSM_Affected_Cases_in_Cohort","CNV_Gain","CNV_Loss","SSM_Affected_Cases_Across_the_GDC"
"ENSG00000186575","NF2","neurofibromin 2","22q12.2","protein_coding",7,1131,0.62,198,16508,1.2,1342,31,2.31,265,19.75,9,"Cancer Gene Census","7 / 1131 (0.62%)","31 / 1342 (2.31%)","265 / 1342 (19.75%)","198 / 16508 (1.2%)"
"ENSG00000186716","BCR","BCR activator of RhoGEF and GTPase","22q11.23","protein_coding",7,1131,0.62,275,16508,1.67,1342,30,2.24,252,18.78,8,"Cancer Gene Census","7 / 1131 (0.62%)","30 / 1342 (2.24%)","252 / 1342 (18.78%)","275 / 16508 (1.67%)"
"ENSG00000204843","DCTN1","dynactin subunit 1","2p13.1","protein_coding",7,1131,0.62,275,16508,1.67,1342,30,2.24,42,3.13,8,"Cancer Gene Census","7 / 1131 (0.62%)","30 / 1342 (2.24%)","42 / 1342 (3.13%)","275 / 16508 (1.67%)"
"ENSG00000215301","DDX3X","DEAD-box helicase 3 X-linked","Xp11.4","protein_coding",7,1131,0.62,309,16508,1.87,1342,0,0,0,0,7,"Cancer Gene Census","7 / 1131 (0.62%)","0 / 1342 (0%)","0 / 1342 (0%)","309 / 16508 (1.87%)"
"ENSG00000023445","BIRC3","baculoviral IAP repeat containing 3","11q22.2","protein_coding",6,1131,0.53,151,16508,0.91,1342,58,4.32,85,6.33,6,"Cancer Gene Census","6 / 1131 (0.53%)","58 / 1342 (4.32%)","85 / 1342 (6.33%)","151 / 16508 (0.91%)"
"ENSG00000029363","BCLAF1","BCL2 associated transcription factor 1","6q23.3","protein_coding",6,1131,0.53,242,16508,1.47,1342,13,0.97,248,18.48,10,"Cancer Gene Census","6 / 1131 (0.53%)","13 / 1342 (0.97%)","248 / 1342 (18.48%)","242 / 16508 (1.47%)"
"ENSG00000040731","CDH10","cadherin 10","5p14.2, 5p14.1","protein_coding",6,1131,0.53,736,16508,4.46,1342,50,3.73,72,5.37,7,"Cancer Gene Census","6 / 1131 (0.53%)","50 / 1342 (3.73%)","72 / 1342 (5.37%)","736 / 16508 (4.46%)"
"ENSG00000062822","POLD1","DNA polymerase delta 1, catalytic subunit","19q13.33","protein_coding",6,1131,0.53,252,16508,1.53,1342,221,16.47,348,25.93,6,"Cancer Gene Census","6 / 1131 (0.53%)","221 / 1342 (16.47%)","348 / 1342 (25.93%)","252 / 16508 (1.53%)"
"ENSG00000066468","FGFR2","fibroblast growth factor receptor 2","10q26.13","protein_coding",6,1131,0.53,376,16508,2.28,1342,3,0.22,826,61.55,7,"Cancer Gene Census","6 / 1131 (0.53%)","3 / 1342 (0.22%)","826 / 1342 (61.55%)","376 / 16508 (2.28%)"
"ENSG00000071564","TCF3","transcription factor 3","19p13.3","protein_coding",6,1131,0.53,139,16508,0.84,1342,325,24.22,34,2.53,6,"Cancer Gene Census","6 / 1131 (0.53%)","325 / 1342 (24.22%)","34 / 1342 (2.53%)","139 / 16508 (0.84%)"
"ENSG00000073792","IGF2BP2","insulin like growth factor 2 mRNA binding protein 2","3q27.2","protein_coding",6,1131,0.53,185,16508,1.12,1342,83,6.18,55,4.1,6,"Cancer Gene Census","6 / 1131 (0.53%)","83 / 1342 (6.18%)","55 / 1342 (4.1%)","185 / 16508 (1.12%)"
"ENSG00000077782","FGFR1","fibroblast growth factor receptor 1","8p11.23","protein_coding",6,1131,0.53,234,16508,1.42,1342,58,4.32,70,5.22,6,"Cancer Gene Census","6 / 1131 (0.53%)","58 / 1342 (4.32%)","70 / 1342 (5.22%)","234 / 16508 (1.42%)"
"ENSG00000078061","ARAF","A-Raf proto-oncogene, serine/threonine kinase","Xp11.3","protein_coding",6,1131,0.53,179,16508,1.08,1342,0,0,0,0,6,"Cancer Gene Census","6 / 1131 (0.53%)","0 / 1342 (0%)","0 / 1342 (0%)","179 / 16508 (1.08%)"
"ENSG00000078674","PCM1","pericentriolar material 1","8p22","protein_coding",6,1131,0.53,231,16508,1.4,1342,56,4.17,87,6.48,12,"Cancer Gene Census","6 / 1131 (0.53%)","56 / 1342 (4.17%)","87 / 1342 (6.48%)","231 / 16508 (1.4%)"
"ENSG00000082805","ERC1","ELKS/RAB6-interacting/CAST family member 1","12p13.33","protein_coding",6,1131,0.53,229,16508,1.39,1342,125,9.31,51,3.8,6,"Cancer Gene Census","6 / 1131 (0.53%)","125 / 1342 (9.31%)","51 / 1342 (3.8%)","229 / 16508 (1.39%)"
"ENSG00000084676","NCOA1","nuclear receptor coactivator 1","2p23.3","protein_coding",6,1131,0.53,288,16508,1.74,1342,39,2.91,58,4.32,7,"Cancer Gene Census","6 / 1131 (0.53%)","39 / 1342 (2.91%)","58 / 1342 (4.32%)","288 / 16508 (1.74%)"
"ENSG00000100030","MAPK1","mitogen-activated protein kinase 1","22q11.22","protein_coding",6,1131,0.53,94,16508,0.57,1342,39,2.91,246,18.33,6,"Cancer Gene Census","6 / 1131 (0.53%)","39 / 1342 (2.91%)","246 / 1342 (18.33%)","94 / 16508 (0.57%)"
"ENSG00000103126","AXIN1","axin 1","16p13.3","protein_coding",6,1131,0.53,244,16508,1.48,1342,18,1.34,53,3.95,6,"Cancer Gene Census","6 / 1131 (0.53%)","18 / 1342 (1.34%)","53 / 1342 (3.95%)","244 / 16508 (1.48%)"
"ENSG00000104419","NDRG1","N-myc downstream regulated 1","8q24.22","protein_coding",6,1131,0.53,120,16508,0.73,1342,128,9.54,53,3.95,7,"Cancer Gene Census","6 / 1131 (0.53%)","128 / 1342 (9.54%)","53 / 1342 (3.95%)","120 / 16508 (0.73%)"
"ENSG00000106462","EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit","7q36.1","protein_coding",6,1131,0.53,223,16508,1.35,1342,788,58.72,14,1.04,8,"Cancer Gene Census","6 / 1131 (0.53%)","788 / 1342 (58.72%)","14 / 1342 (1.04%)","223 / 16508 (1.35%)"
"ENSG00000107929","LARP4B","La ribonucleoprotein 4B","10p15.3","protein_coding",6,1131,0.53,268,16508,1.62,1342,90,6.71,708,52.76,10,"Cancer Gene Census","6 / 1131 (0.53%)","90 / 1342 (6.71%)","708 / 1342 (52.76%)","268 / 16508 (1.62%)"
"ENSG00000108654","DDX5","DEAD-box helicase 5","17q23.3","protein_coding",6,1131,0.53,164,16508,0.99,1342,73,5.44,36,2.68,4,"Cancer Gene Census","6 / 1131 (0.53%)","73 / 1342 (5.44%)","36 / 1342 (2.68%)","164 / 16508 (0.99%)"
"ENSG00000110395","CBL","Cbl proto-oncogene","11q23.3","protein_coding",6,1131,0.53,206,16508,1.25,1342,77,5.74,77,5.74,6,"Cancer Gene Census","6 / 1131 (0.53%)","77 / 1342 (5.74%)","77 / 1342 (5.74%)","206 / 16508 (1.25%)"
"ENSG00000111276","CDKN1B","cyclin dependent kinase inhibitor 1B","12p13.1","protein_coding",6,1131,0.53,125,16508,0.76,1342,82,6.11,92,6.86,6,"Cancer Gene Census","6 / 1131 (0.53%)","82 / 1342 (6.11%)","92 / 1342 (6.86%)","125 / 16508 (0.76%)"
"ENSG00000117400","MPL","MPL proto-oncogene, thrombopoietin receptor","1p34.2","protein_coding",6,1131,0.53,148,16508,0.9,1342,66,4.92,204,15.2,7,"Cancer Gene Census","6 / 1131 (0.53%)","66 / 1342 (4.92%)","204 / 1342 (15.2%)","148 / 16508 (0.9%)"
"ENSG00000118007","STAG1","stromal antigen 1","3q22.3","protein_coding",6,1131,0.53,297,16508,1.8,1342,47,3.5,73,5.44,9,"Cancer Gene Census","6 / 1131 (0.53%)","47 / 1342 (3.5%)","73 / 1342 (5.44%)","297 / 16508 (1.8%)"
"ENSG00000119397","CNTRL","centriolin","9q33.2","protein_coding",6,1131,0.53,351,16508,2.13,1342,82,6.11,107,7.97,7,"Cancer Gene Census","6 / 1131 (0.53%)","82 / 1342 (6.11%)","107 / 1342 (7.97%)","351 / 16508 (2.13%)"
"ENSG00000122642","FKBP9","FKBP prolyl isomerase 9","7p14.3","protein_coding",6,1131,0.53,153,16508,0.93,1342,724,53.95,3,0.22,6,"Cancer Gene Census","6 / 1131 (0.53%)","724 / 1342 (53.95%)","3 / 1342 (0.22%)","153 / 16508 (0.93%)"
"ENSG00000125618","PAX8","paired box 8","2q14.1","protein_coding",6,1131,0.53,139,16508,0.84,1342,13,0.97,21,1.56,7,"Cancer Gene Census","6 / 1131 (0.53%)","13 / 1342 (0.97%)","21 / 1342 (1.56%)","139 / 16508 (0.84%)"
"ENSG00000130844","ZNF331","zinc finger protein 331","19q13.42","protein_coding",6,1131,0.53,208,16508,1.26,1342,231,17.21,353,26.3,6,"Cancer Gene Census","6 / 1131 (0.53%)","231 / 1342 (17.21%)","353 / 1342 (26.3%)","208 / 16508 (1.26%)"
"ENSG00000131653","TRAF7","TNF receptor associated factor 7","16p13.3","protein_coding",6,1131,0.53,152,16508,0.92,1342,40,2.98,74,5.51,6,"Cancer Gene Census","6 / 1131 (0.53%)","40 / 1342 (2.98%)","74 / 1342 (5.51%)","152 / 16508 (0.92%)"
"ENSG00000134323","MYCN","MYCN proto-oncogene, bHLH transcription factor","2p24.3","protein_coding",6,1131,0.53,180,16508,1.09,1342,61,4.55,44,3.28,5,"Cancer Gene Census","6 / 1131 (0.53%)","61 / 1342 (4.55%)","44 / 1342 (3.28%)","180 / 16508 (1.09%)"
"ENSG00000134371","CDC73","cell division cycle 73","1q31.2","protein_coding",6,1131,0.53,183,16508,1.11,1342,93,6.93,22,1.64,7,"Cancer Gene Census","6 / 1131 (0.53%)","93 / 1342 (6.93%)","22 / 1342 (1.64%)","183 / 16508 (1.11%)"
"ENSG00000136014","USP44","ubiquitin specific peptidase 44","12q22","protein_coding",6,1131,0.53,153,16508,0.93,1342,49,3.65,84,6.26,7,"Cancer Gene Census","6 / 1131 (0.53%)","49 / 1342 (3.65%)","84 / 1342 (6.26%)","153 / 16508 (0.93%)"
"ENSG00000137193","PIM1","Pim-1 proto-oncogene, serine/threonine kinase","6p21.2","protein_coding",6,1131,0.53,106,16508,0.64,1342,23,1.71,73,5.44,13,"Cancer Gene Census","6 / 1131 (0.53%)","23 / 1342 (1.71%)","73 / 1342 (5.44%)","106 / 16508 (0.64%)"
"ENSG00000138448","ITGAV","integrin subunit alpha V","2q32.1","protein_coding",6,1131,0.53,262,16508,1.59,1342,31,2.31,43,3.2,9,"Cancer Gene Census","6 / 1131 (0.53%)","31 / 1342 (2.31%)","43 / 1342 (3.2%)","262 / 16508 (1.59%)"
"ENSG00000141736","ERBB2","erb-b2 receptor tyrosine kinase 2","17q12","protein_coding",6,1131,0.53,355,16508,2.15,1342,35,2.61,81,6.04,11,"Cancer Gene Census","6 / 1131 (0.53%)","35 / 1342 (2.61%)","81 / 1342 (6.04%)","355 / 16508 (2.15%)"
"ENSG00000143549","TPM3","tropomyosin 3","1q21.3","protein_coding",6,1131,0.53,116,16508,0.7,1342,107,7.97,11,0.82,6,"Cancer Gene Census","6 / 1131 (0.53%)","107 / 1342 (7.97%)","11 / 1342 (0.82%)","116 / 16508 (0.7%)"
"ENSG00000145012","LPP","LIM domain containing preferred translocation partner in lipoma","3q27.3, 3q28","protein_coding",6,1131,0.53,211,16508,1.28,1342,65,4.84,88,6.56,7,"Cancer Gene Census","6 / 1131 (0.53%)","65 / 1342 (4.84%)","88 / 1342 (6.56%)","211 / 16508 (1.28%)"
"ENSG00000145216","FIP1L1","factor interacting with PAPOLA and CPSF1","4q12","protein_coding",6,1131,0.53,152,16508,0.92,1342,121,9.02,63,4.69,9,"Cancer Gene Census","6 / 1131 (0.53%)","121 / 1342 (9.02%)","63 / 1342 (4.69%)","152 / 16508 (0.92%)"
"ENSG00000145819","ARHGAP26","Rho GTPase activating protein 26","5q31.3","protein_coding",6,1131,0.53,204,16508,1.24,1342,43,3.2,77,5.74,8,"Cancer Gene Census","6 / 1131 (0.53%)","43 / 1342 (3.2%)","77 / 1342 (5.74%)","204 / 16508 (1.24%)"
"ENSG00000147065","MSN","moesin","Xq12","protein_coding",6,1131,0.53,177,16508,1.07,1342,0,0,0,0,6,"Cancer Gene Census","6 / 1131 (0.53%)","0 / 1342 (0%)","0 / 1342 (0%)","177 / 16508 (1.07%)"
"ENSG00000147140","NONO","non-POU domain containing octamer binding","Xq13.1","protein_coding",6,1131,0.53,148,16508,0.9,1342,0,0,0,0,6,"Cancer Gene Census","6 / 1131 (0.53%)","0 / 1342 (0%)","0 / 1342 (0%)","148 / 16508 (0.9%)"
"ENSG00000147257","GPC3","glypican 3","Xq26.2","protein_coding",6,1131,0.53,158,16508,0.96,1342,0,0,0,0,6,"Cancer Gene Census","6 / 1131 (0.53%)","0 / 1342 (0%)","0 / 1342 (0%)","158 / 16508 (0.96%)"
"ENSG00000154767","XPC","XPC complex subunit, DNA damage recognition and repair factor","3p25.1","protein_coding",6,1131,0.53,144,16508,0.87,1342,53,3.95,72,5.37,8,"Cancer Gene Census","6 / 1131 (0.53%)","53 / 1342 (3.95%)","72 / 1342 (5.37%)","144 / 16508 (0.87%)"
"ENSG00000154803","FLCN","folliculin","17p11.2","protein_coding",6,1131,0.53,166,16508,1.01,1342,23,1.71,81,6.04,7,"Cancer Gene Census","6 / 1131 (0.53%)","23 / 1342 (1.71%)","81 / 1342 (6.04%)","166 / 16508 (1.01%)"
"ENSG00000158169","FANCC","FA complementation group C","9q22.32","protein_coding",6,1131,0.53,121,16508,0.73,1342,79,5.89,99,7.38,7,"Cancer Gene Census","6 / 1131 (0.53%)","79 / 1342 (5.89%)","99 / 1342 (7.38%)","121 / 16508 (0.73%)"
"ENSG00000158715","SLC45A3","solute carrier family 45 member 3","1q32.1","protein_coding",6,1131,0.53,137,16508,0.83,1342,96,7.15,35,2.61,7,"Cancer Gene Census","6 / 1131 (0.53%)","96 / 1342 (7.15%)","35 / 1342 (2.61%)","137 / 16508 (0.83%)"
"ENSG00000160957","RECQL4","RecQ like helicase 4","8q24.3","protein_coding",6,1131,0.53,202,16508,1.22,1342,64,4.77,44,3.28,7,"Cancer Gene Census","6 / 1131 (0.53%)","64 / 1342 (4.77%)","44 / 1342 (3.28%)","202 / 16508 (1.22%)"
"ENSG00000162434","JAK1","Janus kinase 1","1p31.3","protein_coding",6,1131,0.53,373,16508,2.26,1342,65,4.84,211,15.72,7,"Cancer Gene Census","6 / 1131 (0.53%)","65 / 1342 (4.84%)","211 / 1342 (15.72%)","373 / 16508 (2.26%)"
"ENSG00000163161","ERCC3","ERCC excision repair 3, TFIIH core complex helicase subunit","2q14.3","protein_coding",6,1131,0.53,179,16508,1.08,1342,28,2.09,35,2.61,6,"Cancer Gene Census","6 / 1131 (0.53%)","28 / 1342 (2.09%)","35 / 1342 (2.61%)","179 / 16508 (1.08%)"
"ENSG00000163513","TGFBR2","transforming growth factor beta receptor 2","3p24.1","protein_coding",6,1131,0.53,252,16508,1.53,1342,50,3.73,77,5.74,9,"Cancer Gene Census","6 / 1131 (0.53%)","50 / 1342 (3.73%)","77 / 1342 (5.74%)","252 / 16508 (1.53%)"
"ENSG00000164398","ACSL6","acyl-CoA synthetase long chain family member 6","5q31.1","protein_coding",6,1131,0.53,215,16508,1.3,1342,42,3.13,74,5.51,6,"Cancer Gene Census","6 / 1131 (0.53%)","42 / 1342 (3.13%)","74 / 1342 (5.51%)","215 / 16508 (1.3%)"
"ENSG00000165025","SYK","spleen associated tyrosine kinase","9q22.2","protein_coding",6,1131,0.53,178,16508,1.08,1342,79,5.89,96,7.15,8,"Cancer Gene Census","6 / 1131 (0.53%)","79 / 1342 (5.89%)","96 / 1342 (7.15%)","178 / 16508 (1.08%)"
"ENSG00000165409","TSHR","thyroid stimulating hormone receptor","14q31.1","protein_coding",6,1131,0.53,244,16508,1.48,1342,14,1.04,305,22.73,8,"Cancer Gene Census","6 / 1131 (0.53%)","14 / 1342 (1.04%)","305 / 1342 (22.73%)","244 / 16508 (1.48%)"
"ENSG00000165671","NSD1","nuclear receptor binding SET domain protein 1","5q35.3","protein_coding",6,1131,0.53,562,16508,3.4,1342,57,4.25,89,6.63,11,"Cancer Gene Census","6 / 1131 (0.53%)","57 / 1342 (4.25%)","89 / 1342 (6.63%)","562 / 16508 (3.4%)"
"ENSG00000166888","STAT6","signal transducer and activator of transcription 6","12q13.3","protein_coding",6,1131,0.53,166,16508,1.01,1342,68,5.07,103,7.68,8,"Cancer Gene Census","6 / 1131 (0.53%)","68 / 1342 (5.07%)","103 / 1342 (7.68%)","166 / 16508 (1.01%)"
"ENSG00000168610","STAT3","signal transducer and activator of transcription 3","17q21.2","protein_coding",6,1131,0.53,215,16508,1.3,1342,39,2.91,72,5.37,6,"Cancer Gene Census","6 / 1131 (0.53%)","39 / 1342 (2.91%)","72 / 1342 (5.37%)","215 / 16508 (1.3%)"
"ENSG00000169925","BRD3","bromodomain containing 3","9q34.2","protein_coding",6,1131,0.53,188,16508,1.14,1342,90,6.71,129,9.61,6,"Cancer Gene Census","6 / 1131 (0.53%)","90 / 1342 (6.71%)","129 / 1342 (9.61%)","188 / 16508 (1.14%)"
"ENSG00000171302","CANT1","calcium activated nucleotidase 1","17q25.3","protein_coding",6,1131,0.53,102,16508,0.62,1342,73,5.44,52,3.87,6,"Cancer Gene Census","6 / 1131 (0.53%)","73 / 1342 (5.44%)","52 / 1342 (3.87%)","102 / 16508 (0.62%)"
"ENSG00000171843","MLLT3","MLLT3 super elongation complex subunit","9p21.3","protein_coding",6,1131,0.53,132,16508,0.8,1342,29,2.16,622,46.35,7,"Cancer Gene Census","6 / 1131 (0.53%)","29 / 1342 (2.16%)","622 / 1342 (46.35%)","132 / 16508 (0.8%)"
"ENSG00000178105","DDX10","DEAD-box helicase 10","11q22.3","protein_coding",6,1131,0.53,174,16508,1.05,1342,58,4.32,84,6.26,9,"Cancer Gene Census","6 / 1131 (0.53%)","58 / 1342 (4.32%)","84 / 1342 (6.26%)","174 / 16508 (1.05%)"
"ENSG00000183765","CHEK2","checkpoint kinase 2","22q12.1","protein_coding",6,1131,0.53,166,16508,1.01,1342,27,2.01,267,19.9,7,"Cancer Gene Census","6 / 1131 (0.53%)","27 / 1342 (2.01%)","267 / 1342 (19.9%)","166 / 16508 (1.01%)"
"ENSG00000184012","TMPRSS2","transmembrane serine protease 2","21q22.3","protein_coding",6,1131,0.53,122,16508,0.74,1342,60,4.47,71,5.29,6,"Cancer Gene Census","6 / 1131 (0.53%)","60 / 1342 (4.47%)","71 / 1342 (5.29%)","122 / 16508 (0.74%)"
"ENSG00000184937","WT1","WT1 transcription factor","11p13","protein_coding",6,1131,0.53,329,16508,1.99,1342,41,3.06,139,10.36,6,"Cancer Gene Census","6 / 1131 (0.53%)","41 / 1342 (3.06%)","139 / 1342 (10.36%)","329 / 16508 (1.99%)"
"ENSG00000187164","SHTN1","shootin 1","10q25.3","protein_coding",6,1131,0.53,151,16508,0.91,1342,3,0.22,825,61.48,6,"Cancer Gene Census","6 / 1131 (0.53%)","3 / 1342 (0.22%)","825 / 1342 (61.48%)","151 / 16508 (0.91%)"
"ENSG00000196092","PAX5","paired box 5","9p13.2","protein_coding",6,1131,0.53,252,16508,1.53,1342,54,4.02,259,19.3,6,"Cancer Gene Census","6 / 1131 (0.53%)","54 / 1342 (4.02%)","259 / 1342 (19.3%)","252 / 16508 (1.53%)"
"ENSG00000196220","SRGAP3","SLIT-ROBO Rho GTPase activating protein 3","3p25.3","protein_coding",6,1131,0.53,298,16508,1.81,1342,62,4.62,68,5.07,8,"Cancer Gene Census","6 / 1131 (0.53%)","62 / 1342 (4.62%)","68 / 1342 (5.07%)","298 / 16508 (1.81%)"
"ENSG00000196914","ARHGEF12","Rho guanine nucleotide exchange factor 12","11q23.3","protein_coding",6,1131,0.53,306,16508,1.85,1342,77,5.74,76,5.66,7,"Cancer Gene Census","6 / 1131 (0.53%)","77 / 1342 (5.74%)","76 / 1342 (5.66%)","306 / 16508 (1.85%)"
"ENSG00000197157","SND1","staphylococcal nuclease and tudor domain containing 1","7q32.1","protein_coding",6,1131,0.53,283,16508,1.71,1342,798,59.46,8,0.6,9,"Cancer Gene Census","6 / 1131 (0.53%)","798 / 1342 (59.46%)","8 / 1342 (0.6%)","283 / 16508 (1.71%)"
"ENSG00000197323","TRIM33","tripartite motif containing 33","1p13.2","protein_coding",6,1131,0.53,213,16508,1.29,1342,60,4.47,214,15.95,6,"Cancer Gene Census","6 / 1131 (0.53%)","60 / 1342 (4.47%)","214 / 1342 (15.95%)","213 / 16508 (1.29%)"
"ENSG00000198053","SIRPA","signal regulatory protein alpha","20p13","protein_coding",6,1131,0.53,145,16508,0.88,1342,288,21.46,29,2.16,6,"Cancer Gene Census","6 / 1131 (0.53%)","288 / 1342 (21.46%)","29 / 1342 (2.16%)","145 / 16508 (0.88%)"
"ENSG00000203734","ECT2L","epithelial cell transforming 2 like","6q24.1","protein_coding",6,1131,0.53,192,16508,1.16,1342,12,0.89,253,18.85,9,"Cancer Gene Census","6 / 1131 (0.53%)","12 / 1342 (0.89%)","253 / 1342 (18.85%)","192 / 16508 (1.16%)"
"ENSG00000204209","DAXX","death domain associated protein","6p21.32","protein_coding",6,1131,0.53,179,16508,1.08,1342,20,1.49,81,6.04,6,"Cancer Gene Census","6 / 1131 (0.53%)","20 / 1342 (1.49%)","81 / 1342 (6.04%)","179 / 16508 (1.08%)"
"ENSG00000205755","CRLF2","cytokine receptor like factor 2","Xp22.33","protein_coding",6,1131,0.53,103,16508,0.62,1342,0,0,0,0,6,"Cancer Gene Census","6 / 1131 (0.53%)","0 / 1342 (0%)","0 / 1342 (0%)","103 / 16508 (0.62%)"
"ENSG00000048471","SNX29","sorting nexin 29","16p13.13, 16p13.12","protein_coding",5,1131,0.44,220,16508,1.33,1342,36,2.68,62,4.62,6,"Cancer Gene Census","5 / 1131 (0.44%)","36 / 1342 (2.68%)","62 / 1342 (4.62%)","220 / 16508 (1.33%)"
"ENSG00000064012","CASP8","caspase 8","2q33.1","protein_coding",5,1131,0.44,320,16508,1.94,1342,32,2.38,39,2.91,5,"Cancer Gene Census","5 / 1131 (0.44%)","32 / 1342 (2.38%)","39 / 1342 (2.91%)","320 / 16508 (1.94%)"
"ENSG00000065361","ERBB3","erb-b2 receptor tyrosine kinase 3","12q13.2","protein_coding",5,1131,0.44,381,16508,2.31,1342,62,4.62,105,7.82,5,"Cancer Gene Census","5 / 1131 (0.44%)","62 / 1342 (4.62%)","105 / 1342 (7.82%)","381 / 16508 (2.31%)"
"ENSG00000067082","KLF6","Kruppel like factor 6","10p15.2","protein_coding",5,1131,0.44,177,16508,1.07,1342,86,6.41,702,52.31,6,"Cancer Gene Census","5 / 1131 (0.44%)","86 / 1342 (6.41%)","702 / 1342 (52.31%)","177 / 16508 (1.07%)"
"ENSG00000068078","FGFR3","fibroblast growth factor receptor 3","4p16.3","protein_coding",5,1131,0.44,271,16508,1.64,1342,53,3.95,97,7.23,6,"Cancer Gene Census","5 / 1131 (0.44%)","53 / 1342 (3.95%)","97 / 1342 (7.23%)","271 / 16508 (1.64%)"
"ENSG00000072274","TFRC","transferrin receptor","3q29","protein_coding",5,1131,0.44,143,16508,0.87,1342,66,4.92,103,7.68,5,"Cancer Gene Census","5 / 1131 (0.44%)","66 / 1342 (4.92%)","103 / 1342 (7.68%)","143 / 16508 (0.87%)"
"ENSG00000072364","AFF4","AF4/FMR2 family member 4","5q31.1","protein_coding",5,1131,0.44,241,16508,1.46,1342,46,3.43,73,5.44,5,"Cancer Gene Census","5 / 1131 (0.44%)","46 / 1342 (3.43%)","73 / 1342 (5.44%)","241 / 16508 (1.46%)"
"ENSG00000073921","PICALM","phosphatidylinositol binding clathrin assembly protein","11q14.2","protein_coding",5,1131,0.44,143,16508,0.87,1342,56,4.17,77,5.74,6,"Cancer Gene Census","5 / 1131 (0.44%)","56 / 1342 (4.17%)","77 / 1342 (5.74%)","143 / 16508 (0.87%)"
"ENSG00000077150","NFKB2","nuclear factor kappa B subunit 2","10q24.32","protein_coding",5,1131,0.44,159,16508,0.96,1342,5,0.37,790,58.87,5,"Cancer Gene Census","5 / 1131 (0.44%)","5 / 1342 (0.37%)","790 / 1342 (58.87%)","159 / 16508 (0.96%)"
"ENSG00000079999","KEAP1","kelch like ECH associated protein 1","19p13.2","protein_coding",5,1131,0.44,376,16508,2.28,1342,320,23.85,27,2.01,5,"Cancer Gene Census","5 / 1131 (0.44%)","320 / 1342 (23.85%)","27 / 1342 (2.01%)","376 / 16508 (2.28%)"
"ENSG00000092820","EZR","ezrin","6q25.3","protein_coding",5,1131,0.44,127,16508,0.77,1342,16,1.19,251,18.7,6,"Cancer Gene Census","5 / 1131 (0.44%)","16 / 1342 (1.19%)","251 / 1342 (18.7%)","127 / 16508 (0.77%)"
"ENSG00000099956","SMARCB1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","22q11.23","protein_coding",5,1131,0.44,149,16508,0.9,1342,30,2.24,255,19,7,"Cancer Gene Census","5 / 1131 (0.44%)","30 / 1342 (2.24%)","255 / 1342 (19%)","149 / 16508 (0.9%)"
"ENSG00000101213","PTK6","protein tyrosine kinase 6","20q13.33","protein_coding",5,1131,0.44,93,16508,0.56,1342,289,21.54,32,2.38,5,"Cancer Gene Census","5 / 1131 (0.44%)","289 / 1342 (21.54%)","32 / 1342 (2.38%)","93 / 16508 (0.56%)"
"ENSG00000101343","CRNKL1","crooked neck pre-mRNA splicing factor 1","20p11.23","protein_coding",5,1131,0.44,200,16508,1.21,1342,287,21.39,31,2.31,7,"Cancer Gene Census","5 / 1131 (0.44%)","287 / 1342 (21.39%)","31 / 1342 (2.31%)","200 / 16508 (1.21%)"
"ENSG00000102145","GATA1","GATA binding protein 1","Xp11.23","protein_coding",5,1131,0.44,125,16508,0.76,1342,0,0,0,0,5,"Cancer Gene Census","5 / 1131 (0.44%)","0 / 1342 (0%)","0 / 1342 (0%)","125 / 16508 (0.76%)"
"ENSG00000102974","CTCF","CCCTC-binding factor","16q22.1","protein_coding",5,1131,0.44,419,16508,2.54,1342,34,2.53,104,7.75,5,"Cancer Gene Census","5 / 1131 (0.44%)","34 / 1342 (2.53%)","104 / 1342 (7.75%)","419 / 16508 (2.54%)"
"ENSG00000104365","IKBKB","inhibitor of nuclear factor kappa B kinase subunit beta","8p11.21","protein_coding",5,1131,0.44,214,16508,1.3,1342,61,4.55,54,4.02,7,"Cancer Gene Census","5 / 1131 (0.44%)","61 / 1342 (4.55%)","54 / 1342 (4.02%)","214 / 16508 (1.3%)"
"ENSG00000108091","CCDC6","coiled-coil domain containing 6","10q21.2","protein_coding",5,1131,0.44,134,16508,0.81,1342,8,0.6,744,55.44,7,"Cancer Gene Census","5 / 1131 (0.44%)","8 / 1342 (0.6%)","744 / 1342 (55.44%)","134 / 16508 (0.81%)"
"ENSG00000108375","RNF43","ring finger protein 43","17q22","protein_coding",5,1131,0.44,404,16508,2.45,1342,68,5.07,38,2.83,5,"Cancer Gene Census","5 / 1131 (0.44%)","68 / 1342 (5.07%)","38 / 1342 (2.83%)","404 / 16508 (2.45%)"
"ENSG00000109906","ZBTB16","zinc finger and BTB domain containing 16","11q23.2","protein_coding",5,1131,0.44,226,16508,1.37,1342,63,4.69,81,6.04,5,"Cancer Gene Census","5 / 1131 (0.44%)","63 / 1342 (4.69%)","81 / 1342 (6.04%)","226 / 16508 (1.37%)"
